uri,om_ejecucionPresupuestoFormadoPor,rdfs_label,om_presupuestoEjecutado,om_trimestreEjecucionPresupuesto,om_ejecucionPresupuestoFormadoPor_reintegroDeGastos,om_ejecucionPresupuestoFormadoPor_pagosRealizados,om_ejecucionPresupuestoFormadoPor_numeroCapitulo,om_ejecucionPresupuestoFormadoPor_modificacionesCapitulo,om_ejecucionPresupuestoFormadoPor_estadoDeLaEjecucion,om_ejecucionPresupuestoFormadoPor_obligacionesReconocidas
http://opendata.caceres.es/recurso/sector-publico/presupuestos/EjecucionPresupuestoEntidadLocal/2016-3-AYTO,http://opendata.caceres.es/recurso/sector-publico/presupuestos/EjecucionCapituloPresupuestoEntidadLocalGasto/2016-3-AYTO-Gasto-1,Ejecución del tercer trimestre del presupuesto del Ayuntamiento 2016,http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2016-1-AYTO,3,2211.17,4228952.52,1,,17420211.78,5029492.74
http://opendata.caceres.es/recurso/sector-publico/presupuestos/EjecucionPresupuestoEntidadLocal/2016-3-AYTO,http://opendata.caceres.es/recurso/sector-publico/presupuestos/EjecucionCapituloPresupuestoEntidadLocalGasto/2016-3-AYTO-Gasto-2,Ejecución del tercer trimestre del presupuesto del Ayuntamiento 2016,http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2016-1-AYTO,3,3882.23,5876288.55,2,-94500,19122014.85,4015606.93
http://opendata.caceres.es/recurso/sector-publico/presupuestos/EjecucionPresupuestoEntidadLocal/2016-3-AYTO,http://opendata.caceres.es/recurso/sector-publico/presupuestos/EjecucionCapituloPresupuestoEntidadLocalGasto/2016-3-AYTO-Gasto-3,Ejecución del tercer trimestre del presupuesto del Ayuntamiento 2016,http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2016-1-AYTO,3,,1695274.35,3,2325997.62,1207700.07,1615297.55
http://opendata.caceres.es/recurso/sector-publico/presupuestos/EjecucionPresupuestoEntidadLocal/2016-3-AYTO,http://opendata.caceres.es/recurso/sector-publico/presupuestos/EjecucionCapituloPresupuestoEntidadLocalGasto/2016-3-AYTO-Gasto-4,Ejecución del tercer trimestre del presupuesto del Ayuntamiento 2016,http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2016-1-AYTO,3,,1694500.24,4,-13800,9198083.63,1187413.34
http://opendata.caceres.es/recurso/sector-publico/presupuestos/EjecucionPresupuestoEntidadLocal/2016-3-AYTO,http://opendata.caceres.es/recurso/sector-publico/presupuestos/EjecucionCapituloPresupuestoEntidadLocalGasto/2016-3-AYTO-Gasto-5,Ejecución del tercer trimestre del presupuesto del Ayuntamiento 2016,http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2016-1-AYTO,3,,,5,-203583.25,86416.75,
http://opendata.caceres.es/recurso/sector-publico/presupuestos/EjecucionPresupuestoEntidadLocal/2016-3-AYTO,http://opendata.caceres.es/recurso/sector-publico/presupuestos/EjecucionCapituloPresupuestoEntidadLocalGasto/2016-3-AYTO-Gasto-6,Ejecución del tercer trimestre del presupuesto del Ayuntamiento 2016,http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2016-1-AYTO,3,,638796.54,6,108300,6782754.19,461065.81
http://opendata.caceres.es/recurso/sector-publico/presupuestos/EjecucionPresupuestoEntidadLocal/2016-3-AYTO,http://opendata.caceres.es/recurso/sector-publico/presupuestos/EjecucionCapituloPresupuestoEntidadLocalGasto/2016-3-AYTO-Gasto-7,Ejecución del tercer trimestre del presupuesto del Ayuntamiento 2016,http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2016-1-AYTO,3,,,7,,600000,
http://opendata.caceres.es/recurso/sector-publico/presupuestos/EjecucionPresupuestoEntidadLocal/2016-3-AYTO,http://opendata.caceres.es/recurso/sector-publico/presupuestos/EjecucionCapituloPresupuestoEntidadLocalGasto/2016-3-AYTO-Gasto-8,Ejecución del tercer trimestre del presupuesto del Ayuntamiento 2016,http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2016-1-AYTO,3,,2100,8,,97900,2100
http://opendata.caceres.es/recurso/sector-publico/presupuestos/EjecucionPresupuestoEntidadLocal/2016-3-AYTO,http://opendata.caceres.es/recurso/sector-publico/presupuestos/EjecucionCapituloPresupuestoEntidadLocalGasto/2016-3-AYTO-Gasto-9,Ejecución del tercer trimestre del presupuesto del Ayuntamiento 2016,http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2016-1-AYTO,3,,293942.88,9,,1096134.04,293942.88
